sentence,label,prompt,logprob_negative,logprob_positive,pred_label,correct
overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0,"Review: overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2723446,-4.2431965,1,False
they should have called it gutterball . ,0,"Review: they should have called it gutterball . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5593917,-3.3370714,1,False
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,"Review: corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.127034,-5.8716784,1,False
( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,1,"Review: ( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.3965483,-6.044017,1,True
"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",0,"Review: there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5693235,-3.3789322,1,False
"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0,"Review: wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.3996105,-5.158575,1,False
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,"Review: a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.582711,-4.8984613,1,True
"this is human comedy at its most amusing , interesting and confirming . ",1,"Review: this is human comedy at its most amusing , interesting and confirming . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.73856,-3.1201286,1,True
"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ",0,"Review: whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.626588,-6.390977,1,False
worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,"Review: worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.9390574,-5.421151,1,True
"a poignant , artfully crafted meditation on mortality . ",1,"Review: a poignant , artfully crafted meditation on mortality . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.146013,-4.703729,1,True
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,"Review: too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8426054,-3.7520597,1,False
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,"Review: vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.277608,-5.604558,1,True
it 's everything you do n't go to the movies for . ,0,"Review: it 's everything you do n't go to the movies for . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.325883,-3.04873,1,False
"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ",1,"Review: ( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.791086,-6.4673095,1,True
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",1,"Review: it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.610697,-4.471636,1,True
"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",0,"Review: velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.4379034,-5.7197485,0,True
"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",1,"Review: but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5771375,-4.3991437,1,True
the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,1,"Review: the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.255267,-5.0116224,1,True
"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ",0,"Review: suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.0266857,-5.0475063,0,True
but what are adults doing in the theater at all ? ,0,"Review: but what are adults doing in the theater at all ? 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9283247,-4.5957975,1,False
like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,0,"Review: like being trapped at a perpetual frat party ... how can something so gross be so boring ? 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4173474,-3.4069943,1,False
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0,"Review: the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.64778,-3.506331,1,False
this is n't even madonna 's swept away . ,0,"Review: this is n't even madonna 's swept away . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.3716512,-3.257729,1,False
the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0,"Review: the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.9098396,-4.5280876,1,False
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0,"Review: american chai encourages rueful laughter at stereotypes only an indian-american would recognize . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.350703,-4.8122926,1,False
my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,1,"Review: my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9243445,-3.7604194,1,True
... a magnificent drama well worth tracking down . ,1,"Review: ... a magnificent drama well worth tracking down . 
Question: Is the sentiment of this review positive or negative?
Answer:",-7.7757215,-7.4201,1,True
"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1,"Review: oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.867176,-5.299198,1,True
"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",1,"Review: jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.11722,-5.702471,1,True
but it still jingles in the pocket . ,1,"Review: but it still jingles in the pocket . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2022195,-3.7926545,1,True
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",1,"Review: it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.936372,-3.721223,1,True
"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0,"Review: you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1834874,-4.3442388,0,True
one from the heart . ,1,"Review: one from the heart . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5378766,-3.0109982,1,True
made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,"Review: made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8668356,-4.5237875,1,False
people cinema at its finest . ,1,"Review: people cinema at its finest . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2994175,-3.0929892,1,True
"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1,"Review: what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3269825,-4.118799,1,True
"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0,"Review: and when you 're talking about a slapstick comedy , that 's a pretty big problem . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.5961337,-5.668735,0,True
a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1,"Review: a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.3244934,-4.844063,1,True
"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0,"Review: nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.244541,-4.206295,1,False
one long string of cliches . ,0,"Review: one long string of cliches . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2952683,-3.1944308,1,False
like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0,"Review: like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2921968,-3.1145844,1,False
it 's hard to imagine alan arkin being better than he is in this performance . ,1,"Review: it 's hard to imagine alan arkin being better than he is in this performance . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0674634,-3.7471433,1,True
the film will play equally well on both the standard and giant screens . ,1,"Review: the film will play equally well on both the standard and giant screens . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.974501,-4.622454,1,True
"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,"Review: ... a fun little timewaster , helped especially by the cool presence of jean reno . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.7921133,-6.5435476,1,True
something like scrubbing the toilet . ,0,"Review: something like scrubbing the toilet . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2774174,-3.2547963,1,False
there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0,"Review: there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.9092588,-2.8793745,1,False
"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1,"Review: may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2407494,-3.8702965,1,True
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0,"Review: if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.1280286,-3.0705945,1,False
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,"Review: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.8909397,-5.633524,1,True
"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,"Review: the result is a gaudy bag of stale candy , something from a halloween that died . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.245993,-3.2200606,1,False
it 's a lovely film with lovely performances by buy and accorsi . ,1,"Review: it 's a lovely film with lovely performances by buy and accorsi . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.529389,-3.2222524,1,True
"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",1,"Review: there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7026482,-3.5568733,1,True
"movie fans , get ready to take off ... the other direction . ",0,"Review: movie fans , get ready to take off ... the other direction . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8055086,-4.550214,1,False
not an objectionable or dull film ; it merely lacks everything except good intentions . ,0,"Review: not an objectionable or dull film ; it merely lacks everything except good intentions . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5459561,-3.4032407,1,False
"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,"Review: while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.3029113,-3.5252852,1,True
a film about a young man finding god that is accessible and touching to the marrow . ,1,"Review: a film about a young man finding god that is accessible and touching to the marrow . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.0429096,-4.4042835,1,True
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,"Review: a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.6349316,-4.1483364,1,True
an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,1,"Review: an infectious cultural fable with a tasty balance of family drama and frenetic comedy . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.0930963,-4.6259866,1,True
i do n't think i laughed out loud once . ,0,"Review: i do n't think i laughed out loud once . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9310608,-3.656067,1,False
"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0,"Review: very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.9075067,-3.7598166,1,False
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1,"Review: not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4515443,-4.267577,1,True
it 's a beautiful madness . ,1,"Review: it 's a beautiful madness . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.623787,-3.307701,1,True
"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,"Review: when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5338979,-3.2669604,1,False
not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,"Review: not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.3225894,-2.4765887,0,True
"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,"Review: as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4044518,-3.498202,0,True
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1,"Review: by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.5028896,-4.671171,1,True
one of the most significant moviegoing pleasures of the year . ,1,"Review: one of the most significant moviegoing pleasures of the year . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.7227154,-3.5130289,1,True
"prurient playthings aside , there 's little to love about this english trifle . ",0,"Review: prurient playthings aside , there 's little to love about this english trifle . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.2496004,-5.011983,1,False
a grimly competent and stolid and earnest military courtroom drama . ,1,"Review: a grimly competent and stolid and earnest military courtroom drama . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.564863,-5.0894833,1,True
at once half-baked and overheated . ,0,"Review: at once half-baked and overheated . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.616461,-4.1385937,1,False
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1,"Review: the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2804136,-3.932254,1,True
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,"Review: the movie does a good job of laying out some of the major issues that we encounter as we journey through life . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.178458,-5.7518225,1,True
very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,"Review: very psychoanalytical -- provocatively so -- and also refreshingly literary . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.5738916,-4.8699427,1,True
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,"Review: aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5857277,-4.3027077,1,True
the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,"Review: the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.4604547,-3.06682,1,False
a valueless kiddie paean to pro basketball underwritten by the nba . ,0,"Review: a valueless kiddie paean to pro basketball underwritten by the nba . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.455929,-4.08659,1,False
"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,"Review: based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters 
Question: Is the sentiment of this review positive or negative?
Answer:",-2.883744,-2.6333165,1,True
"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0,"Review: it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.2441134,-4.2593036,0,True
that 's a cheat . ,0,"Review: that 's a cheat . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.624112,-3.414044,1,False
"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,"Review: it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.422725,-4.2599516,1,False
it 's fun lite . ,1,"Review: it 's fun lite . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.549986,-3.1751919,1,True
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1,"Review: ... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . 
Question: Is the sentiment of this review positive or negative?
Answer:",-8.417685,-8.233473,1,True
it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1,"Review: it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.8160052,-3.5631442,1,True
"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ",0,"Review: the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5751412,-3.3778374,1,False
"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,"Review: a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.1698523,-4.771514,1,True
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,"Review: it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.819732,-3.386779,1,False
"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0,"Review: though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.5556145,-4.139797,1,False
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,"Review: a tender , witty , captivating film about friendship , love , memory , trust and loyalty . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.542265,-4.687834,1,True
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0,"Review: for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0610986,-3.8044076,1,False
"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0,"Review: this film seems thirsty for reflection , itself taking on adolescent qualities . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6309655,-3.3243477,1,False
this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0,"Review: this nickleby thing might have more homosexual undertones than an eddie murphy film . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2436137,-3.0581965,1,False
bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,1,"Review: bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.0982,-6.012781,1,True
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,"Review: but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.168915,-4.6298904,1,False
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0,"Review: irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.2560368,-6.151621,1,False
griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,1,"Review: griffiths proves she 's that rare luminary who continually raises the standard of her profession . 
Question: Is the sentiment of this review positive or negative?
Answer:",-6.086518,-5.522668,1,True
"just as moving , uplifting and funny as ever . ",1,"Review: just as moving , uplifting and funny as ever . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.1041336,-3.580627,1,True
enormously entertaining for moviegoers of any age . ,1,"Review: enormously entertaining for moviegoers of any age . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.489216,-5.2288246,1,True
"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1,"Review: a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.7811923,-4.5725207,1,True
"this is a good script , good dialogue , funny even for adults . ",1,"Review: this is a good script , good dialogue , funny even for adults . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.39291,-2.9998055,1,True
the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0,"Review: the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.4582586,-4.2144613,1,False
this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,"Review: this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6214085,-3.322527,1,True
i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,"Review: i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.0706306,-4.0125713,1,False
"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,"Review: this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.6795294,-3.8369622,0,True
a delightful coming-of-age story . ,1,"Review: a delightful coming-of-age story . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.696393,-5.0864687,1,True
"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1,"Review: a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.3593407,-4.7718925,1,True
a strangely compelling and brilliantly acted psychological drama . ,1,"Review: a strangely compelling and brilliantly acted psychological drama . 
Question: Is the sentiment of this review positive or negative?
Answer:",-5.5460725,-5.0622697,1,True
the only excitement comes when the credits finally roll and you get to leave the theater . ,0,"Review: the only excitement comes when the credits finally roll and you get to leave the theater . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.354535,-4.153943,1,False
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,"Review: the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.275331,-3.0187774,1,False
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,"Review: it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.796806,-3.5105705,1,True
"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",1,"Review: exciting and direct , with ghost imagery that shows just enough to keep us on our toes . 
Question: Is the sentiment of this review positive or negative?
Answer:",-4.8477707,-4.1025085,1,True
it 's a buggy drag . ,0,"Review: it 's a buggy drag . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.2153816,-3.0377538,1,False
it wants to tweak them with a taste of tangy new humor . ,1,"Review: it wants to tweak them with a taste of tangy new humor . 
Question: Is the sentiment of this review positive or negative?
Answer:",-3.5095286,-3.4420161,1,True
